CustomerID	Age	Gender	Tenure	Usage Frequency	Support Calls	Payment Delay	Subscription Type	Contract Length	Total Spend	Last Interaction	Churn
926	26	Male	2	2	1	1	Premium	Quarterly	823	3	0
927	29	Male	26	4	6	21	Basic	Quarterly	528	8	1
928	56	Male	10	7	2	6	Premium	Annual	204	24	0
929	55	Male	27	21	9	10	Standard	Annual	888	22	0
930	61	Male	4	8	0	15	Basic	Monthly	186	14	0
931	57	Female	24	23	4	25	Standard	Monthly	509	2	1
932	47	Male	18	7	5	5	Premium	Annual	293	6	0
933	22	Male	46	9	8	27	Premium	Monthly	228	21	1
934	56	Female	35	14	0	12	Standard	Quarterly	373	12	0
935	48	Male	33	29	8	11	Premium	Annual	124	18	0
936	46	Male	55	28	2	13	Standard	Monthly	154	30	0
937	54	Male	2	25	2	0	Premium	Annual	326	23	0
938	42	Male	50	14	4	0	Basic	Annual	542	18	0
939	33	Female	57	28	1	17	Premium	Quarterly	777	8	0
940	31	Female	17	11	8	16	Premium	Quarterly	790	21	0
941	34	Male	35	8	8	7	Standard	Monthly	806	6	0
942	65	Male	40	29	5	21	Standard	Quarterly	476	13	1
943	35	Female	54	16	9	10	Standard	Annual	814	29	0
944	62	Male	4	18	2	10	Premium	Annual	540	27	0
945	59	Male	54	10	0	25	Basic	Quarterly	461	30	0
946	25	Male	59	11	6	23	Basic	Quarterly	418	4	1
947	60	Male	30	12	3	29	Premium	Monthly	726	25	0
948	63	Female	60	21	3	25	Standard	Annual	503	2	0
949	61	Female	23	7	3	26	Basic	Monthly	914	2	1
950	64	Male	17	27	6	1	Basic	Annual	410	20	0
951	52	Male	11	7	8	22	Standard	Quarterly	607	19	0
952	35	Female	17	8	5	20	Basic	Monthly	433	29	0
953	65	Male	17	20	4	8	Premium	Annual	906	20	0
954	30	Male	38	13	6	22	Premium	Annual	650	13	1
955	32	Female	45	3	7	19	Premium	Annual	551	22	1
956	57	Male	30	19	1	5	Premium	Annual	934	4	0
957	42	Male	17	30	10	1	Basic	Quarterly	846	12	0
958	62	Female	44	20	9	24	Basic	Quarterly	863	1	1
959	18	Male	43	27	2	6	Basic	Monthly	543	6	0
960	23	Male	36	4	4	8	Basic	Monthly	487	27	0
961	30	Female	21	12	8	23	Standard	Monthly	408	10	1
962	49	Female	13	14	6	13	Premium	Monthly	305	7	0
963	55	Female	44	9	9	30	Standard	Quarterly	751	22	1
964	52	Male	19	29	10	30	Premium	Monthly	959	10	0
965	19	Male	18	14	7	4	Basic	Annual	742	6	0
966	64	Male	40	25	8	1	Standard	Annual	370	20	0
967	60	Female	33	18	0	22	Basic	Quarterly	497	5	1
968	51	Male	14	22	0	25	Standard	Annual	233	3	0
969	63	Male	39	29	8	6	Premium	Annual	838	5	0
970	65	Female	8	8	3	28	Basic	Quarterly	964	12	0
971	30	Female	37	24	4	25	Standard	Quarterly	566	19	0
972	26	Male	43	12	0	30	Basic	Monthly	970	26	0
973	27	Male	42	2	6	26	Premium	Quarterly	373	23	1
974	29	Female	55	1	10	21	Basic	Monthly	189	28	1
975	29	Female	20	29	3	27	Premium	Annual	802	12	0
976	47	Female	60	4	2	18	Basic	Monthly	428	28	0
977	42	Male	37	11	3	19	Premium	Annual	298	16	0
978	60	Female	10	1	9	1	Standard	Annual	931	13	1
979	54	Female	47	23	4	16	Basic	Annual	842	30	0
980	38	Male	44	4	8	19	Standard	Annual	461	19	1
981	48	Male	16	16	8	22	Premium	Annual	966	8	0
982	51	Female	34	5	6	5	Standard	Annual	738	8	1
983	46	Male	23	29	4	7	Basic	Annual	115	11	0
984	62	Male	51	26	0	27	Premium	Annual	268	25	0
985	18	Female	9	21	8	26	Premium	Quarterly	915	11	0
986	35	Female	17	29	4	4	Basic	Annual	155	30	0
987	36	Female	52	26	0	8	Basic	Monthly	835	1	0
988	56	Female	29	6	8	6	Premium	Annual	455	22	0
989	43	Female	36	10	7	8	Standard	Quarterly	534	1	0
990	41	Male	9	13	5	22	Basic	Monthly	767	8	0
991	35	Male	33	9	0	11	Basic	Quarterly	515	5	0
992	44	Male	60	23	9	24	Standard	Annual	908	2	1
993	39	Male	43	9	9	9	Standard	Annual	479	1	0
994	23	Male	40	18	6	7	Standard	Annual	546	13	0
995	45	Female	56	24	7	9	Premium	Monthly	675	22	0
996	32	Male	39	26	8	20	Premium	Monthly	344	3	1
997	29	Male	37	26	3	26	Basic	Annual	159	28	0
998	51	Female	33	5	6	5	Standard	Quarterly	850	6	1
999	56	Male	34	6	2	26	Basic	Annual	271	28	0
1000	36	Male	17	24	9	27	Premium	Quarterly	732	12	0
1001	51	Male	28	2	1	4	Premium	Annual	674	2	0
1002	48	Male	34	10	2	1	Basic	Monthly	522	29	0
1003	63	Male	28	10	8	12	Standard	Annual	450	18	0
1004	48	Male	56	6	2	23	Standard	Quarterly	281	25	0
1005	41	Male	32	12	3	15	Standard	Monthly	856	29	0
1006	34	Female	56	5	0	14	Standard	Monthly	771	23	0
1007	27	Female	26	5	3	15	Standard	Quarterly	737	15	0
1008	28	Female	28	18	4	2	Standard	Monthly	351	29	0
1009	47	Female	31	26	9	28	Premium	Annual	465	8	1
1010	49	Male	32	11	8	30	Premium	Monthly	492	19	1
1011	65	Male	60	25	2	26	Premium	Annual	740	10	0
1012	54	Female	24	19	8	22	Premium	Monthly	139	23	1
1013	61	Female	17	17	8	16	Premium	Quarterly	531	22	0
1014	44	Female	3	20	6	13	Basic	Monthly	163	3	0
1015	56	Female	42	24	0	21	Basic	Monthly	675	3	1
1016	59	Male	39	22	9	8	Premium	Monthly	558	5	0
1017	44	Male	7	15	9	18	Basic	Quarterly	277	30	0
1018	38	Female	36	11	4	21	Standard	Monthly	714	8	1
1019	25	Female	51	5	0	6	Standard	Annual	131	3	0
1020	21	Male	26	10	7	28	Premium	Annual	856	20	1
1021	54	Female	1	1	8	14	Basic	Monthly	422	5	1
1022	23	Female	26	28	1	1	Standard	Quarterly	921	10	0
1023	65	Male	12	9	4	25	Premium	Monthly	779	12	0
1024	49	Male	59	24	5	2	Basic	Monthly	647	16	0
1025	64	Female	22	1	6	25	Standard	Annual	326	7	1
1026	49	Male	10	5	6	1	Standard	Monthly	851	18	0
1027	25	Male	52	5	10	10	Standard	Quarterly	779	30	0
1028	45	Male	23	5	2	23	Basic	Annual	509	30	0
1029	31	Male	11	4	5	23	Basic	Monthly	568	28	0
1030	28	Male	15	12	3	15	Premium	Quarterly	189	13	0
1031	55	Female	48	28	9	15	Standard	Annual	196	28	0
1032	40	Male	2	4	3	17	Standard	Quarterly	799	30	0
1033	19	Female	26	17	1	10	Basic	Annual	648	27	0
1034	35	Male	49	9	1	5	Basic	Annual	623	13	0
1035	20	Female	29	18	10	0	Basic	Monthly	267	3	0
1036	42	Female	49	4	4	18	Premium	Annual	648	16	0
1037	39	Male	13	23	10	0	Standard	Quarterly	197	5	0
1038	27	Female	29	21	6	12	Basic	Quarterly	812	22	0
1039	22	Female	23	22	7	17	Basic	Annual	232	23	0
1040	59	Female	50	20	9	24	Premium	Monthly	377	20	1
1041	45	Female	37	1	10	30	Basic	Quarterly	997	20	1
1042	27	Female	58	4	3	29	Basic	Monthly	168	26	1
1043	64	Male	10	28	0	17	Premium	Annual	261	7	0
1044	28	Male	45	16	0	1	Standard	Monthly	813	25	0
1045	33	Male	51	26	0	19	Standard	Quarterly	804	25	0
1046	36	Female	41	6	4	22	Standard	Annual	179	5	1
1047	22	Female	3	9	10	7	Basic	Quarterly	805	19	0
1048	53	Male	29	11	2	1	Premium	Quarterly	354	15	0
1049	48	Female	25	8	9	12	Standard	Quarterly	451	16	0
1050	50	Female	32	19	5	16	Basic	Quarterly	147	4	1
1051	44	Female	34	29	7	16	Standard	Annual	328	30	1
1052	31	Female	23	29	4	28	Premium	Quarterly	676	14	0
1053	41	Male	55	5	8	19	Standard	Annual	861	4	1
1054	36	Female	59	9	1	16	Standard	Quarterly	889	5	0
1055	47	Female	2	21	3	13	Standard	Annual	412	7	0
1056	45	Female	34	22	7	24	Standard	Quarterly	930	25	1
1057	50	Male	51	26	7	8	Basic	Monthly	674	7	0
1058	23	Male	30	5	5	24	Basic	Monthly	863	15	1
1059	43	Male	25	30	2	28	Standard	Annual	735	27	0
1060	49	Male	44	2	0	28	Premium	Quarterly	113	14	0
1061	19	Female	11	3	7	27	Basic	Monthly	716	24	1
1062	28	Male	44	4	10	0	Premium	Quarterly	948	21	0
1063	20	Female	54	23	7	11	Premium	Monthly	492	19	0
1064	27	Female	34	18	6	30	Premium	Monthly	797	28	1
1065	26	Female	52	12	9	10	Premium	Monthly	431	10	0
1066	29	Female	50	7	10	16	Basic	Annual	362	20	1
1067	34	Female	43	10	1	10	Basic	Monthly	225	5	0
1068	62	Male	27	13	8	17	Premium	Quarterly	313	13	1
1069	65	Female	19	25	1	17	Basic	Quarterly	479	18	0
1070	54	Male	53	10	7	25	Premium	Monthly	405	17	1
1071	38	Male	3	1	10	14	Premium	Quarterly	405	29	0
1072	36	Female	53	9	8	25	Premium	Monthly	900	8	1
1073	31	Female	24	7	1	16	Premium	Monthly	939	13	0
1074	65	Female	50	29	5	13	Basic	Annual	768	24	0
1075	59	Male	19	24	8	24	Standard	Quarterly	764	13	0
1076	42	Male	4	5	2	18	Premium	Monthly	187	17	0
1077	64	Male	31	15	8	16	Standard	Monthly	691	19	1
1078	40	Male	60	9	2	1	Premium	Quarterly	580	25	0
1079	29	Female	27	16	9	25	Standard	Annual	419	11	1
1080	59	Female	1	5	0	5	Standard	Monthly	149	26	0
1081	47	Female	33	23	6	7	Standard	Quarterly	186	20	0
1082	47	Female	54	17	3	22	Standard	Monthly	162	14	1
1083	59	Male	42	8	7	0	Premium	Monthly	405	6	0
1084	29	Female	39	24	4	13	Basic	Annual	244	8	0
1085	25	Male	51	30	1	1	Standard	Quarterly	658	9	0
1086	30	Female	20	22	2	3	Basic	Quarterly	422	5	0
1087	28	Male	7	28	6	24	Standard	Quarterly	477	18	0
1088	60	Female	21	6	3	6	Basic	Quarterly	783	18	0
1089	35	Male	52	9	6	26	Basic	Quarterly	936	18	1
1090	41	Female	7	10	9	17	Basic	Monthly	409	13	0
1091	35	Male	32	20	3	25	Premium	Annual	846	15	0
1092	25	Male	32	20	10	16	Standard	Monthly	872	15	1
1093	31	Female	56	8	4	15	Basic	Annual	981	11	0
1094	41	Female	49	12	4	17	Premium	Quarterly	225	5	0
1095	64	Male	29	18	10	2	Standard	Monthly	375	18	0
1096	49	Male	11	22	8	4	Premium	Annual	968	5	0
1097	22	Female	7	30	6	24	Standard	Annual	106	15	1
1098	27	Female	52	20	2	0	Premium	Quarterly	152	9	0
1099	30	Male	60	9	8	6	Standard	Monthly	401	7	0
1100	35	Female	34	5	6	6	Standard	Monthly	819	13	0
1101	43	Female	5	2	7	9	Standard	Annual	579	5	1
1102	22	Female	11	10	2	25	Basic	Quarterly	471	8	1
1103	36	Female	37	15	7	18	Premium	Annual	144	22	1
1104	47	Female	39	21	9	18	Premium	Quarterly	796	29	1
1105	24	Male	54	2	8	11	Basic	Quarterly	729	22	0
1106	37	Male	31	13	3	1	Standard	Monthly	972	23	0
1107	47	Male	54	13	4	3	Standard	Quarterly	814	29	0
1108	55	Female	34	14	2	3	Premium	Quarterly	939	2	0
1109	34	Female	37	28	0	17	Premium	Monthly	680	15	0
1110	47	Male	44	17	2	14	Basic	Monthly	240	29	0
1111	44	Female	20	24	4	29	Standard	Quarterly	273	1	1
1112	49	Male	47	3	7	4	Premium	Annual	584	16	0
1113	56	Female	30	3	2	29	Standard	Annual	888	13	0
1114	43	Male	58	15	3	26	Standard	Quarterly	133	14	0
1115	48	Female	22	18	4	5	Basic	Annual	391	8	0
1116	21	Male	7	20	0	16	Standard	Quarterly	1000	16	0
1117	25	Male	29	26	5	11	Premium	Quarterly	685	8	0
1118	33	Female	42	11	1	24	Premium	Quarterly	560	11	0
1119	43	Male	34	6	6	24	Standard	Quarterly	798	30	1
1120	63	Male	9	10	8	22	Standard	Monthly	705	19	0
1121	45	Female	24	5	1	23	Basic	Quarterly	693	16	0
1122	45	Male	53	20	8	24	Standard	Annual	783	3	1
1123	41	Male	37	13	1	11	Premium	Annual	993	18	0
1124	49	Male	39	2	1	26	Basic	Monthly	372	15	0
1125	32	Male	48	1	9	1	Basic	Annual	150	9	1
1126	61	Female	4	7	5	17	Basic	Quarterly	495	8	0
1127	34	Male	20	5	4	17	Standard	Monthly	285	26	0
1128	33	Female	23	28	3	9	Premium	Quarterly	873	15	0
1129	21	Female	23	3	0	15	Standard	Quarterly	658	19	0
1130	49	Male	31	25	3	27	Basic	Annual	233	10	0
1131	62	Female	13	3	7	14	Premium	Monthly	266	24	1
1132	33	Female	3	15	5	3	Premium	Annual	457	16	0
1133	18	Male	30	11	1	30	Premium	Monthly	253	26	0
1134	39	Female	11	2	5	1	Basic	Monthly	404	19	0
1135	46	Female	45	16	10	23	Basic	Annual	558	2	1
1136	49	Male	34	19	6	3	Premium	Monthly	824	21	0
1137	41	Male	6	10	10	4	Premium	Quarterly	943	21	0
1138	29	Female	39	1	0	0	Basic	Annual	471	19	0
1139	27	Male	2	10	5	12	Standard	Monthly	299	9	0
1140	63	Male	25	11	1	3	Basic	Quarterly	234	19	0
1141	57	Male	26	25	8	22	Basic	Monthly	194	9	1
1142	36	Female	54	1	3	9	Standard	Annual	856	23	0
1143	47	Female	26	22	3	22	Basic	Quarterly	512	4	0
1144	37	Female	29	16	4	26	Basic	Quarterly	970	19	0
1145	64	Female	47	11	0	7	Premium	Quarterly	978	16	0
1146	49	Male	1	16	0	7	Standard	Annual	935	23	0
1147	37	Male	11	2	9	20	Premium	Annual	185	11	1
1148	43	Male	40	8	5	28	Standard	Annual	215	12	1
1149	51	Male	9	23	8	21	Premium	Annual	966	11	0
1150	18	Male	19	7	0	14	Standard	Annual	442	1	0
1151	37	Female	4	19	5	13	Basic	Annual	947	13	0
1152	39	Female	23	24	0	0	Basic	Annual	803	30	0
1153	30	Male	4	3	1	9	Premium	Monthly	498	25	0
1154	49	Male	47	5	7	6	Standard	Annual	644	2	0
1155	58	Female	50	2	3	4	Standard	Annual	379	26	0
1156	64	Female	56	28	7	6	Premium	Quarterly	398	8	0
1157	31	Male	45	8	1	0	Premium	Annual	791	17	0
1158	37	Male	13	8	0	27	Standard	Annual	125	6	0
1159	43	Female	4	19	0	25	Standard	Monthly	994	11	1
1160	61	Female	3	22	9	14	Premium	Quarterly	574	18	0
1161	32	Female	23	26	4	8	Premium	Monthly	617	24	0
1162	43	Male	37	17	7	28	Premium	Annual	996	20	1
1163	42	Female	57	20	7	3	Premium	Annual	302	1	0
1164	37	Female	59	2	8	24	Standard	Annual	141	14	1
1165	60	Female	13	9	2	0	Basic	Quarterly	533	21	0
1166	35	Female	9	29	6	17	Premium	Monthly	237	24	0
1167	18	Male	19	27	8	22	Standard	Annual	604	7	0
1168	35	Male	4	7	1	1	Standard	Annual	205	12	0
1169	32	Male	46	28	10	3	Basic	Monthly	198	8	0
1170	28	Male	33	21	10	24	Standard	Quarterly	415	10	1
1171	23	Male	46	4	3	15	Standard	Monthly	363	13	0
1172	39	Male	25	5	5	12	Premium	Quarterly	768	23	0
1173	22	Male	1	25	8	25	Premium	Annual	502	13	0
1174	53	Female	39	1	5	21	Basic	Annual	788	2	1
1175	54	Male	57	10	4	18	Premium	Annual	501	26	0
1176	43	Male	5	25	0	12	Basic	Monthly	854	17	0
1177	53	Male	53	27	5	16	Basic	Annual	133	18	1
1178	41	Male	14	13	4	14	Standard	Annual	593	2	0
1179	48	Male	54	29	5	27	Premium	Monthly	476	22	1
1180	41	Female	16	29	10	16	Basic	Annual	198	24	0
1181	35	Male	15	3	9	3	Basic	Quarterly	606	25	0
1182	53	Male	46	7	7	11	Standard	Quarterly	463	13	0
1183	29	Male	34	13	5	8	Basic	Annual	733	17	0
1184	53	Female	13	25	6	30	Basic	Monthly	449	7	1
1185	50	Male	22	19	5	21	Premium	Monthly	711	30	0
1186	37	Female	18	27	0	17	Premium	Quarterly	715	25	0
1187	38	Female	21	12	3	6	Premium	Monthly	181	5	0
1188	56	Female	35	10	6	6	Basic	Annual	258	3	0
1189	61	Male	16	15	9	0	Basic	Quarterly	865	8	0
1190	59	Male	26	27	1	1	Basic	Quarterly	124	30	0
1191	33	Male	33	13	1	5	Premium	Monthly	492	22	0
1192	47	Male	10	27	7	3	Standard	Annual	175	2	0
1193	42	Female	6	7	7	6	Basic	Annual	127	14	0
1194	39	Male	26	12	1	6	Basic	Monthly	104	7	0
1195	38	Male	50	22	2	1	Premium	Quarterly	101	18	0
1196	23	Male	46	12	0	0	Standard	Quarterly	659	27	0
1197	23	Male	45	3	4	9	Premium	Annual	705	21	0
1198	65	Female	43	3	6	17	Standard	Quarterly	610	15	1
1199	29	Male	59	10	5	10	Premium	Monthly	928	14	0
1200	40	Male	49	18	2	25	Premium	Monthly	903	29	0
1201	22	Male	47	17	0	27	Basic	Monthly	232	9	0
1202	58	Female	26	23	6	0	Basic	Monthly	834	12	0
1203	54	Female	7	20	4	21	Standard	Annual	688	4	0
1204	44	Female	38	22	5	30	Basic	Quarterly	296	1	1
1205	48	Male	16	4	2	27	Basic	Quarterly	739	25	0
1206	23	Female	29	13	5	19	Standard	Monthly	532	5	1
1207	53	Male	7	5	7	5	Premium	Annual	838	26	1
1208	49	Female	46	9	0	7	Premium	Quarterly	898	30	0
1209	18	Female	20	19	0	5	Standard	Quarterly	122	12	0
1210	65	Female	47	27	8	24	Premium	Monthly	548	14	1
1211	65	Male	7	29	0	23	Standard	Annual	212	7	0
1212	37	Female	50	12	2	29	Standard	Monthly	198	24	1
1213	31	Female	11	15	5	7	Basic	Quarterly	678	3	0
1214	31	Male	3	25	8	25	Premium	Annual	892	9	0
1215	23	Female	19	13	8	0	Standard	Quarterly	263	17	0
1216	20	Male	20	17	8	30	Basic	Annual	569	16	0
1217	53	Male	4	26	3	23	Premium	Annual	116	13	0
1218	63	Male	23	30	6	20	Basic	Quarterly	477	25	0
1219	42	Male	56	1	3	13	Basic	Monthly	151	18	0
1220	36	Female	60	25	2	21	Premium	Monthly	698	29	1
1221	41	Male	21	25	7	9	Standard	Quarterly	640	15	0
1222	42	Female	52	1	7	15	Standard	Monthly	149	29	0
1223	41	Female	39	12	10	15	Basic	Annual	645	12	0
1224	19	Male	32	26	4	0	Basic	Quarterly	161	23	0
1225	21	Male	30	18	5	25	Standard	Annual	717	14	1
1226	32	Female	12	12	8	15	Premium	Annual	238	15	0
1227	60	Female	11	8	5	22	Premium	Annual	923	26	0
1228	53	Female	25	17	0	14	Basic	Monthly	184	15	0
1229	38	Male	45	9	2	18	Standard	Quarterly	989	16	0
1230	53	Female	11	17	9	12	Premium	Monthly	949	8	0
1231	18	Male	20	24	1	20	Standard	Monthly	630	8	0
1232	50	Female	30	16	9	27	Standard	Annual	657	15	1
1233	25	Female	51	10	1	0	Standard	Monthly	356	22	0
1234	18	Female	39	9	0	2	Standard	Annual	703	29	0
1235	23	Female	15	2	4	20	Premium	Quarterly	200	21	0
1236	39	Male	49	25	3	18	Standard	Monthly	570	22	0
1237	27	Male	40	19	8	25	Basic	Annual	467	24	1
1238	38	Male	44	3	9	6	Premium	Annual	454	10	0
1239	61	Male	56	17	3	26	Standard	Annual	803	23	0
1240	41	Female	55	26	2	7	Standard	Monthly	331	12	0
1241	21	Female	8	9	7	19	Standard	Annual	672	22	0
1242	63	Female	55	1	10	9	Premium	Monthly	321	5	1
1243	22	Female	54	27	3	12	Basic	Monthly	422	16	0
1244	46	Male	9	24	5	25	Standard	Annual	157	14	0
1245	19	Male	37	7	1	17	Basic	Quarterly	553	15	0
1246	35	Female	19	12	0	30	Standard	Quarterly	233	10	1
1247	52	Male	56	17	2	7	Standard	Annual	627	29	0
1248	47	Male	27	9	1	12	Premium	Quarterly	473	2	0
1249	23	Male	48	23	10	21	Premium	Quarterly	224	15	1
1250	53	Male	29	17	3	1	Basic	Quarterly	863	12	0
1251	21	Female	9	24	8	11	Standard	Quarterly	285	10	0
1252	31	Female	48	9	7	20	Basic	Monthly	874	2	1
1253	24	Male	16	4	5	9	Premium	Annual	882	16	0
1254	22	Male	13	11	7	29	Basic	Quarterly	479	14	0
1255	59	Male	59	16	1	18	Basic	Quarterly	158	28	0
1256	31	Male	42	2	6	24	Premium	Annual	178	11	1
1257	53	Female	8	24	10	23	Basic	Annual	533	26	0
1258	65	Female	57	3	1	8	Standard	Annual	931	16	0
1259	47	Female	44	7	4	15	Basic	Monthly	350	6	0
1260	54	Male	45	8	4	18	Premium	Quarterly	432	24	0
1261	36	Male	14	21	9	11	Standard	Monthly	165	21	0
1262	38	Female	58	16	0	29	Standard	Quarterly	219	16	1
1263	44	Male	53	16	5	5	Premium	Monthly	461	20	0
1264	27	Male	54	25	7	21	Premium	Monthly	562	24	1
1265	31	Female	4	12	5	15	Premium	Annual	884	3	0
1266	21	Male	41	6	6	13	Premium	Monthly	356	29	0
1267	51	Male	60	20	4	12	Standard	Annual	997	5	0
1268	41	Male	18	1	9	12	Premium	Annual	255	30	1
1269	43	Female	17	1	5	16	Premium	Monthly	528	3	0
1270	29	Female	1	16	7	2	Premium	Quarterly	771	12	0
1271	35	Female	30	9	8	20	Basic	Monthly	494	29	1
1272	40	Male	18	23	9	12	Premium	Quarterly	393	8	0
1273	24	Male	4	23	6	1	Basic	Quarterly	952	25	0
1274	61	Male	20	24	4	19	Standard	Annual	702	14	0
1275	64	Male	1	26	4	21	Standard	Monthly	239	25	0
1276	29	Female	35	3	0	25	Premium	Monthly	853	9	1
1277	38	Male	52	13	7	19	Premium	Monthly	473	27	1
1278	19	Male	19	20	3	26	Premium	Monthly	224	22	0
1279	31	Female	53	7	4	10	Standard	Annual	958	21	0
1280	48	Female	16	6	7	12	Standard	Monthly	595	24	0
1281	60	Female	23	7	2	19	Premium	Quarterly	739	28	0
1282	63	Female	7	30	7	27	Premium	Monthly	488	24	1
1283	27	Female	50	1	1	17	Standard	Quarterly	528	8	0
1284	65	Male	32	5	4	18	Standard	Annual	985	19	1
1285	63	Male	47	4	7	21	Standard	Quarterly	181	2	1
1286	40	Female	29	15	6	11	Basic	Monthly	174	15	0
1287	52	Female	27	16	0	11	Standard	Monthly	260	26	0
1288	31	Male	55	8	3	2	Standard	Annual	667	22	0
1289	59	Female	9	28	8	15	Basic	Quarterly	592	15	0
1290	40	Female	42	1	0	21	Premium	Annual	928	11	0
1291	26	Male	52	14	7	6	Basic	Quarterly	536	25	0
1292	21	Female	37	12	0	13	Premium	Monthly	479	11	0
1293	57	Male	20	14	6	14	Premium	Quarterly	191	13	0
1294	42	Female	56	25	2	26	Basic	Annual	735	16	0
1295	55	Female	39	29	3	15	Standard	Annual	945	11	0
1296	48	Male	6	26	6	21	Premium	Quarterly	362	14	0
1297	50	Female	3	8	5	19	Standard	Quarterly	188	14	0
1298	61	Male	43	28	2	8	Premium	Monthly	249	6	0
1299	30	Male	1	27	6	18	Basic	Annual	354	18	0
1300	19	Female	6	1	5	2	Premium	Quarterly	934	9	0
1301	34	Female	25	12	0	23	Basic	Quarterly	550	26	0
1302	42	Male	3	2	3	11	Basic	Annual	904	26	1
1303	18	Male	21	18	6	23	Standard	Monthly	586	21	0
1304	58	Female	18	15	6	11	Basic	Monthly	297	13	0
1305	30	Male	15	14	5	4	Premium	Monthly	909	17	0
1306	38	Female	23	10	1	1	Standard	Annual	277	3	0
1307	47	Male	58	27	7	26	Basic	Monthly	798	24	1
1308	51	Female	50	4	2	25	Standard	Annual	625	18	0
1309	18	Male	59	25	10	22	Premium	Monthly	819	4	1
1310	18	Male	21	3	10	18	Basic	Annual	119	7	0
1311	45	Male	17	9	9	3	Premium	Annual	651	13	0
1312	19	Male	32	4	3	0	Basic	Monthly	517	18	0
1313	43	Male	9	22	3	1	Premium	Quarterly	639	12	0
1314	65	Female	24	28	1	4	Basic	Annual	930	16	0
1315	57	Female	50	18	4	24	Premium	Quarterly	179	17	1
1316	46	Male	4	14	3	16	Premium	Annual	827	7	0
1317	53	Male	58	17	7	9	Standard	Monthly	876	6	0
1318	25	Female	35	17	9	20	Standard	Quarterly	353	19	1
1319	19	Male	60	14	10	15	Standard	Annual	148	14	0
1320	19	Male	27	12	1	24	Basic	Monthly	909	10	0
1321	22	Male	37	22	9	14	Premium	Monthly	177	7	0
1322	51	Male	16	16	4	2	Premium	Annual	188	19	0
1323	39	Male	5	2	3	24	Basic	Monthly	397	26	1
1324	28	Female	43	29	7	29	Standard	Annual	861	12	1
1325	40	Male	39	7	2	29	Standard	Quarterly	766	18	0
1326	26	Female	50	22	5	16	Premium	Annual	572	10	1
1327	52	Male	11	14	10	11	Premium	Annual	893	20	0
1328	24	Female	47	4	8	8	Standard	Annual	264	21	0
1329	24	Female	51	20	2	22	Basic	Monthly	304	6	1
1330	22	Female	59	15	1	11	Premium	Annual	843	9	0
1331	43	Female	46	12	9	10	Premium	Monthly	132	1	0
1332	36	Female	38	2	4	6	Standard	Quarterly	996	21	0
1333	57	Female	9	30	4	1	Basic	Annual	621	23	0
1334	23	Female	6	26	5	11	Premium	Monthly	535	10	0
1335	61	Female	1	22	5	27	Premium	Monthly	849	24	1
1336	43	Female	58	23	6	11	Premium	Annual	420	8	0
1337	18	Female	12	8	0	20	Premium	Annual	175	9	0
1338	43	Male	26	30	1	22	Premium	Quarterly	964	22	0
1339	62	Male	16	13	6	20	Standard	Monthly	649	26	0
1340	28	Male	46	28	5	19	Premium	Annual	742	16	1
1341	57	Male	10	9	4	12	Basic	Quarterly	123	14	0
1342	35	Male	1	15	8	11	Standard	Quarterly	227	29	0
1343	50	Male	22	27	9	19	Standard	Monthly	698	27	0
1344	31	Female	34	17	7	13	Standard	Monthly	959	8	0
1345	20	Male	19	19	2	15	Basic	Annual	639	20	0
1346	38	Female	54	10	7	19	Standard	Annual	363	2	1
1347	25	Male	51	25	10	9	Standard	Monthly	373	2	0
1348	18	Female	24	21	1	13	Basic	Quarterly	898	16	0
1349	41	Male	50	6	5	2	Standard	Monthly	177	15	0
1350	53	Male	34	4	4	18	Standard	Quarterly	431	18	1
1351	24	Female	58	9	5	11	Standard	Annual	909	13	0
1352	24	Male	8	4	7	10	Premium	Monthly	992	20	0
1353	48	Female	7	29	8	13	Premium	Quarterly	353	30	0
1354	25	Male	24	16	6	24	Premium	Quarterly	307	27	1
1355	46	Male	8	18	4	9	Standard	Monthly	859	26	0
1356	49	Male	4	18	8	8	Standard	Quarterly	494	19	0
1357	26	Female	28	22	3	8	Premium	Monthly	780	23	0
1358	23	Male	42	28	9	27	Standard	Monthly	807	27	1
1359	24	Female	36	5	9	19	Premium	Annual	376	6	1
1360	55	Male	33	14	6	6	Basic	Quarterly	918	1	0
1361	34	Female	27	12	8	26	Premium	Annual	641	25	1
1362	43	Male	16	20	10	24	Standard	Annual	376	24	0
1363	56	Female	34	14	9	22	Premium	Monthly	269	17	1
1364	29	Female	21	7	5	2	Standard	Quarterly	509	25	0
1365	50	Female	30	5	0	22	Standard	Monthly	321	17	1
1366	45	Female	20	24	5	8	Premium	Quarterly	702	5	0
1367	34	Male	21	7	10	23	Standard	Quarterly	150	14	0
1368	28	Female	36	16	9	5	Premium	Monthly	499	23	0
1369	19	Male	54	29	2	22	Basic	Monthly	553	1	0
1370	25	Male	12	2	7	19	Basic	Annual	297	7	1
1371	25	Male	60	10	6	13	Basic	Monthly	649	4	0
1372	27	Male	28	10	7	18	Basic	Quarterly	452	24	1
1373	51	Female	3	5	3	28	Premium	Quarterly	714	25	0
1374	41	Female	44	14	4	8	Basic	Annual	391	28	0
1375	52	Male	10	10	6	7	Premium	Monthly	435	17	0
1376	36	Male	9	10	5	29	Standard	Annual	386	28	0
1377	37	Female	33	11	10	7	Standard	Annual	966	7	0
